Count,Domain Name,Registrar,Creation Date,Expiration Date,Name Servers,Error
1202,HOTFLICK.NET,"GoDaddy.com, LLC",2005-02-18,2025-02-18,"NS1.DIGITALOCEAN.COM, NS2.DIGITALOCEAN.COM, NS3.DIGITALOCEAN.COM",
1203,hotfrog.ca,CENTRALNIC CANADA INC,2006-11-15,2025-11-14,"theo.ns.cloudflare.com, wanda.ns.cloudflare.com",
1204,HOTFROG.COM,Instra Corporation Pty Ltd.,2003-05-01,2025-05-01,"THEO.NS.CLOUDFLARE.COM, WANDA.NS.CLOUDFLARE.COM",
1205,hotfrog.ie/products/tennis-club,N/A,N/A,N/A,N/A,
1206,hotfrog.in,Instra Corporation Pty Ltd.,2006-03-29,2025-03-29,"theo.ns.cloudflare.com, wanda.ns.cloudflare.com",
1207,hotfrog.sg,Key-Systems GmbH,2006-08-25,2025-08-24,"theo.ns.cloudflare.com, wanda.ns.cloudflare.com",
1208,hotfuck.biz/files/mrss-v1.php,N/A,N/A,N/A,N/A,
1209,HOTGOO.COM,Porkbun LLC,2004-03-06,2025-03-06,"NS1.HOTGOO.COM, NS2.HOTGOO.COM",
1210,HOTGUITARIST.COM,"NameCheap, Inc.",2002-04-18,2025-04-18,"DNS1.NAMECHEAPHOSTING.COM, DNS2.NAMECHEAPHOSTING.COM",
1211,HOTHOTHEAT.COM,"NameCheap, Inc.",2001-05-01,2025-05-01,"DNS1.REGISTRAR-SERVERS.COM, DNS2.REGISTRAR-SERVERS.COM",
1212,HOTINDIANSEXVIDEOS.COM,"NameCheap, Inc.",2021-05-28,2025-05-28,"DNS1.REGISTRAR-SERVERS.COM, DNS2.REGISTRAR-SERVERS.COM",
1213,hotladybody.com/2010/08/making-of-brazilian-playboy-cleo-pires.html,N/A,N/A,N/A,N/A,"No match for ""HOTLADYBODY.COM"".
>>> Last update of whois database: 2024-12-09T00:13:03Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
1214,hotlaps.de,N/A,N/A,N/A,"ns1.goneo.de, ns2.goneo.de",
1215,hotlivesexynaked.com/blog/albums/biancabeauchamp-gold/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1216,hotlyrics.net/lyrics/l/lianna_klassen/song_for_canada.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1217,HOTMENCENTRAL.COM,"Spaceship, Inc.",2024-10-23,2025-10-23,"LAUNCH1.SPACESHIP.NET, LAUNCH2.SPACESHIP.NET",
1218,HOTMOVIES.COM,"Network Solutions, LLC",1996-11-07,2028-11-06,"NS20.DIGICERTDNS.COM, NS21.DIGICERTDNS.COM, NS22.DIGICERTDNS.COM, NS23.DIGICERTDNS.NET, NS24.DIGICERTDNS.NET, NS25.DIGICERTDNS.NET",
1219,HOTNEWSONGLYRICS.COM,ThirdFloorDNS.com LLC,2023-10-04,2024-10-04,"NS1.AFTERNIC.COM, NS2.AFTERNIC.COM, VERIFICATION-D3JCLUCSP89GANYQBYDENY.NS101.VERIFY.HN",
1220,HOTNIGERIANJOBS.COM,"Wild West Domains, LLC",2009-08-03,2026-08-03,"DESI.NS.CLOUDFLARE.COM, SIMON.NS.CLOUDFLARE.COM",
1221,HOTORONTO.COM,"GoDaddy.com, LLC",1999-06-04,2026-06-04,"NS69.DOMAINCONTROL.COM, NS70.DOMAINCONTROL.COM",
1222,hotosertoma.org,"GoDaddy.com, LLC",2008-02-18,2025-02-18,"a.dns.clubexpress.com, b.dns.clubexpress.com",
1223,HOTRETIREMENTTOWNS.COM,"GoDaddy.com, LLC",2003-01-07,2025-01-07,"NS1.DURABLEDNS.COM, NS2.DURABLEDNS.COM, NS3.DURABLEDNS.COM",
1224,HOTRODDERS.COM,GoDaddy Online Services Cayman Islands Ltd.,2000-03-28,2025-03-28,"NS-CLOUD-B1.GOOGLEDOMAINS.COM, NS-CLOUD-B2.GOOGLEDOMAINS.COM, NS-CLOUD-B3.GOOGLEDOMAINS.COM, NS-CLOUD-B4.GOOGLEDOMAINS.COM",
1225,hotrodhotline.com/feature/guestcolumnists/richardscorner/08kennyparks/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1226,hotrodproducts.com/hoodhingekits.htm,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1227,hotsexyscenes.com/?tag=diane+kruger,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1228,hotsmusic.com/artislist.php?&id=b&num=21,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1229,hotsportswives.com/tennis/andy-murrays-girlfriend-kim-sears/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1230,hotsprings.k12.wy.us/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1231,hotsprings.org,Squarespace Domains II LLC,1996-02-10,2025-02-11,"ns-cloud-d4.googledomains.com, ns-cloud-d1.googledomains.com, ns-cloud-d3.googledomains.com, ns-cloud-d2.googledomains.com",
1232,hotspringsbankingrates.com/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1233,hotspringsmetro.com/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1234,hotspringssurgery.com/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1235,HOTSTAYS.COM,"GoDaddy.com, LLC",2004-01-04,2029-01-04,"NS27.DOMAINCONTROL.COM, NS28.DOMAINCONTROL.COM",
1236,hotterinhollywood.com/original/milo_ventimiglia/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1237,hottershoes.com/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1238,hottestcelebrities2000.com/list_start_v.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1239,hottimeinoldtown.com/2011/1/24/1953923/chicago-fire-announce-2011-preseason-schedule-will-play-new-york-red,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1240,hottorontodeals.com/2009/09/torontos-canstage-stage-company-presents-rock-and-roll-and-other-great-plays-featuring-huge-savings-.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1241,hotud.org/component/content/article/44-war/19794,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1242,HOTUKDEALS.COM,Gandi SAS,2004-08-11,2026-08-11,"DREW.NS.CLOUDFLARE.COM, TARA.NS.CLOUDFLARE.COM",
1243,HOUBLON.NET,"OVH, SAS",1999-09-14,2025-09-14,"DNS13.OVH.NET, NS13.OVH.NET",
1244,HOUGHTONMIFFLINBOOKS.COM,"Network Solutions, LLC",2000-05-03,2025-05-03,"NS-1214.AWSDNS-23.ORG, NS-1597.AWSDNS-07.CO.UK, NS-360.AWSDNS-45.COM, NS-610.AWSDNS-12.NET",
1245,HOUMATODAY.COM,"GoDaddy Corporate Domains, LLC",1999-02-10,2025-02-10,"DNS1.P01.NSONE.NET, DNS2.P01.NSONE.NET, DNS3.P01.NSONE.NET, DNS4.P01.NSONE.NET, NS01.GANNETT-DNS.COM, NS02.GANNETT-DNS.COM, NS03.GANNETT-DNS.COM, NS04.GANNETT-DNS.COM",
1246,HOUMATOURISM.COM,"Network Solutions, LLC",1997-05-28,2028-05-27,"NS75.WORLDNIC.COM, NS76.WORLDNIC.COM",
1247,HOURDETROIT.COM,"GoDaddy.com, LLC",1998-12-01,2028-11-30,"NS1.INNOSCALE.NET, NS2.INNOSCALE.NET",
1248,hourexchangeportland.org,"Wild West Domains, LLC",2008-08-03,2025-08-03,"ns1.linode.com, ns2.linode.com, ns3.linode.com, ns4.linode.com",
1249,hourofpower.org,"Wild West Domains, LLC",1998-07-14,2025-07-13,"ns1.siteground.net, ns2.siteground.net",
1250,house-hunting.com/fish/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1251,house.mn/cco/journals/1997-98/j0505053.htm,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1252,householdbank.com/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1253,househunt.com/ca/lake_arrowhead/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1254,housenumbers.ca,Tucows.com Co.,2018-08-08,2025-08-08,"ns-cloud-d1.googledomains.com, ns-cloud-d2.googledomains.com, ns-cloud-d3.googledomains.com, ns-cloud-d4.googledomains.com",
1255,houseofargentina.com/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1256,HOUSEOFBLUES.COM,"CSC Corporate Domains, Inc.",1996-10-24,2025-10-23,"DNS1.CSCDNS.NET, DNS2.CSCDNS.NET",
1257,houseofhobbies.com/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1258,houseofhorrors.com/texas.htm,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1259,HOUSEOFJAPAN.COM,"GoDaddy.com, LLC",2000-03-03,2027-03-03,"NS1.SITEGROUND.NET, NS2.SITEGROUND.NET",
1260,HOUSEOFJAPANOHIO.COM,Tucows Domains Inc.,2005-10-18,2025-10-18,"NS1.TURBIFY.COM, NS2.TURBIFY.COM",
1261,HOUSEOFNAMES.COM,"Network Solutions, LLC",2000-03-17,2026-03-17,"PDNS93.ULTRADNS.BIZ, PDNS93.ULTRADNS.COM, PDNS93.ULTRADNS.NET, PDNS93.ULTRADNS.ORG",
1262,HOUSEOFPOKERBLUES.COM,Dynadot Inc,2024-02-23,2025-02-23,N/A,
1263,HOUSEOFSPARKY.COM,"Amazon Registrar, Inc.",2008-06-26,2025-06-26,"NS-1131.AWSDNS-13.ORG, NS-141.AWSDNS-17.COM, NS-1914.AWSDNS-47.CO.UK, NS-719.AWSDNS-25.NET",
1264,HOUSEOFWALLY.COM,Webcentral Group Ltd,1999-01-29,2026-01-29,"DNS23.DOTEASY.COM, DNS24.DOTEASY.COM, DNS3.DOTEASY.COM, DNS4.DOTEASY.COM",
1265,HOUSEPRICESPY.COM,"TurnCommerce, Inc. DBA NameBright.com",2017-07-28,2025-07-28,"NSG1.NAMEBRIGHTDNS.COM, NSG2.NAMEBRIGHTDNS.COM",
1266,HOUSESFORSALELISTS.COM,Gname.com Pte. Ltd.,2023-09-10,2025-09-10,"DAPHNE.NS.CLOUDFLARE.COM, LENNON.NS.CLOUDFLARE.COM",
1267,HOUSESOFSALTLAKE.COM,"GoDaddy.com, LLC",2005-03-19,2025-03-21,"NS01.DOMAINCONTROL.COM, NS02.DOMAINCONTROL.COM",
1268,HOUSESPOTTERS.COM,Tucows Domains Inc.,2005-05-06,2025-05-06,"NS1.LIVEDNS.CO.UK, NS2.LIVEDNS.CO.UK, NS3.LIVEDNS.CO.UK",
1269,HOUSINGBLOCK.COM,Above.com Pty Ltd.,2009-09-22,2025-09-22,"NS3.ABOVEDOMAINS.COM, NS4.ABOVEDOMAINS.COM",
1270,housingcare.org,IONOS SE,1999-11-08,2025-11-08,"ns1.acorna.com, ns2.acorna.com",
1271,HOUSINGLOANSINGAPORE.COM,"NameCheap, Inc.",2010-12-03,2025-12-03,"NS5.HAWKHOST.COM, NS6.HAWKHOST.COM",
1272,HOUSINGWIRE.COM,"GoDaddy.com, LLC",2006-08-31,2025-03-09,"DANA.NS.CLOUDFLARE.COM, GABE.NS.CLOUDFLARE.COM",
1273,HOUSTON.COM,"GoDaddy.com, LLC",1994-07-28,2026-11-13,"CNS47.HOSTGATOR.COM, CNS48.HOSTGATOR.COM",
1274,houstonbluessociety.org,"Network Solutions, LLC",1999-09-21,2026-09-21,"ns1.ipage.com, ns2.ipage.com",
1275,HOUSTONBOATS4SALE.COM,WEBCC,2024-01-18,2025-01-18,"A.SHARE-DNS.COM, B.SHARE-DNS.NET",
1276,houstonculture.org,Tucows Domains Inc.,2001-02-26,2025-02-26,"ns1.plainhost.com, ns2.plainhost.com, ns3.plainhost.com",
1277,houstondeco.org/1930s/uh.html,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1278,houstondynamo.com/news/2011/11/video-dynamo-central-kansas-city,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1279,houstongrandopera.org/doncarlos,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1280,HOUSTONHERALD.COM,"DNC Holdings, Inc",2000-05-23,2027-05-23,"NS1.WORDPRESS.COM, NS2.WORDPRESS.COM, NS3.WORDPRESS.COM",
1281,HOUSTONHOTELS.COM,"GoDaddy.com, LLC",1999-11-22,2025-11-22,"NS49.DOMAINCONTROL.COM, NS50.DOMAINCONTROL.COM",
1282,HOUSTONPAINANDSPINE.COM,"GoDaddy.com, LLC",2010-10-17,2026-10-17,"NS41.DOMAINCONTROL.COM, NS42.DOMAINCONTROL.COM",
1283,houstontx.gov,get.gov,2003-12-01,2025-08-23,"ns01.houstontx.gov, ns02.houstontx.gov",
1284,houstonzipcode.net/,N/A,N/A,N/A,N/A,"No match for ""HOUSTONZIPCODE.NET"".
>>> Last update of whois database: 2024-12-09T00:13:18Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
1285,HOW-DO-YOU-SPELL.COM,Tucows Domains Inc.,2009-01-04,2026-01-04,"NS1.LIVEDNS.CO.UK, NS2.LIVEDNS.CO.UK, NS3.LIVEDNS.CO.UK",
1286,how-to-kiss.net/step-by-step.php,N/A,N/A,N/A,N/A,"No match for ""HOW-TO-KISS.NET"".
>>> Last update of whois database: 2024-12-09T00:13:18Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
1287,HOW2IMMIGRATE.NET,Dynadot Inc,2021-07-29,2025-07-29,"NS1.DYNA-NS.NET, NS2.DYNA-NS.NET",
1288,how2playsoccer.com/50-greatest-football-stadiums/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1289,howard-bison.com/athletics/staff/bios/ribeau_sidney,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1290,HOWARDCC.EDU,N/A,1993-01-29,2025-07-31,N/A,
1291,howarddavidjohnson.com/pixies.htm,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1292,howardgreenberg.com/,N/A,N/A,N/A,N/A,[Errno 104] Connection reset by peer
1293,HOWARDHALLIS.COM,"DNC Holdings, Inc",2002-05-03,2025-05-03,"NS1.DNCHOSTING.COM, NS2.DNCHOSTING.COM",
1294,HOWARDHANNA.COM,"Network Solutions, LLC",1995-10-06,2027-10-05,"NS1.SECURITYSPACE.NET, NS2.SECURITYSPACE.NET, NS3.SECURITYSPACE.NET, NS4.SECURITYSPACE.NET, NS5.SECURITYSPACE.NET, NS6.SECURITYSPACE.NET, NS7.SECURITYSPACE.NET",
1295,howardjohnsonquebec.com/en/localisation.php,N/A,N/A,N/A,N/A,"No match for ""HOWARDJOHNSONQUEBEC.COM"".
>>> Last update of whois database: 2024-12-09T00:13:18Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
1296,HOWARDSTERN.COM,"Network Solutions, LLC",1995-04-05,2029-11-19,"NS-1357.AWSDNS-41.ORG, NS-1652.AWSDNS-14.CO.UK, NS-484.AWSDNS-60.COM, NS-750.AWSDNS-29.NET",
1297,HOWCAST.COM,"GoDaddy.com, LLC",2005-01-12,2025-01-12,"NS27.DOMAINCONTROL.COM, NS28.DOMAINCONTROL.COM",
1298,HOWDOESTHATTASTE.COM,Tucows Domains Inc.,2009-03-18,2025-03-18,"NS1.HOVER.COM, NS2.HOVER.COM",
1299,howellfarm.org,"GoDaddy.com, LLC",2000-03-02,2028-03-02,"ns51.domaincontrol.com, ns52.domaincontrol.com",
1300,HOWELLFUNERAL.COM,"GoDaddy.com, LLC",2000-02-10,2025-02-10,"NS-1168.AWSDNS-18.ORG, NS-1674.AWSDNS-17.CO.UK, NS-35.AWSDNS-04.COM, NS-518.AWSDNS-00.NET",
1301,HOWELLFURNITURE.COM,"Network Solutions, LLC",1999-05-12,2034-05-12,"NS47.WORLDNIC.COM, NS48.WORLDNIC.COM",
1302,GDST.NET,NOM-IQ Ltd dba Com Laude,1997-11-14,2025-11-13,"NSGBR.COMLAUDE.CO.UK, NSSUI.COMLAUDE.CH, NSUSA.COMLAUDE.NET",
1303,howeverythingworks.org,IONOS SE,2009-02-04,2025-02-04,"ns1.bloomfieldweb.com, ns1.adaptiverubber.com",
1304,HOWIEBECK.COM,"GoDaddy.com, LLC",1997-10-22,2025-10-21,"NS12.WIXDNS.NET, NS13.WIXDNS.NET",
1305,HOWMUCHDOTHEYWEIGH.COM,"SNAPNAMES 59, LLC",2022-04-11,2025-04-11,"NS1.DNSNUTS.COM, NS2.DNSNUTS.COM",
1306,HOWNOT2SUCK.COM,IONOS SE,2010-08-23,2025-08-23,"NS1027.UI-DNS.BIZ, NS1027.UI-DNS.COM, NS1027.UI-DNS.DE, NS1027.UI-DNS.ORG",
1307,HOWPOSITIVEAREYOU.COM,FastDomain Inc.,2006-08-19,2025-08-19,"NS1.BLUEHOST.COM, NS2.BLUEHOST.COM",
1308,HOWTOCOOKATHANKSGIVINGTURKEY.COM,"GoDaddy.com, LLC",2006-03-01,2027-07-16,"NS41.DOMAINCONTROL.COM, NS42.DOMAINCONTROL.COM",
1309,HOWTOFINDYOURROOTS.COM,"Wild West Domains, LLC",2006-09-22,2025-09-22,"NS1.STORESONLINE.COM, NS2.STORESONLINE.COM",
1310,HOWTOGETIN.COM,"GoDaddy.com, LLC",2000-03-11,2025-03-11,"NS23.DOMAINCONTROL.COM, NS24.DOMAINCONTROL.COM",
1311,HOWTOSAYIN.COM,Gname.com Pte. Ltd.,2022-08-09,2025-08-09,"A.SHARE-DNS.COM, B.SHARE-DNS.NET",
1312,HOWTOTREATECZEMA.COM,"GoDaddy.com, LLC",2008-12-14,2024-12-14,"NS8033.HOSTGATOR.COM, NS8034.HOSTGATOR.COM",
1313,howtotuneaguitar.org,"GoDaddy.com, LLC",2006-07-18,2025-07-18,"ns29.domaincontrol.com, ns30.domaincontrol.com",
1314,howyoucanjumphigher.com/,N/A,N/A,N/A,N/A,"No match for ""HOWYOUCANJUMPHIGHER.COM"".
>>> Last update of whois database: 2024-12-09T00:13:18Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
1315,HOXTONBEACH.COM,IONOS SE,2005-02-18,2025-02-18,"NS1054.UI-DNS.COM, NS1062.UI-DNS.ORG, NS1089.UI-DNS.BIZ, NS1109.UI-DNS.DE",
1316,hpc-icf.ro/,N/A,N/A,N/A,N/A,
1317,HPCWIRE.COM,"GoDaddy.com, LLC",1992-10-19,2025-10-18,"FRANK.NS.CLOUDFLARE.COM, NICOLE.NS.CLOUDFLARE.COM",
1318,HPE.COM,"MarkMonitor, Inc.",1995-03-24,2025-03-25,"NS1.HPE.COM, NS2.HPE.COM, NS3.HPE.COM, NS4.HPE.COM, NS5.HPE.COM, NS6.HPE.COM, NS7.HPE.COM, NS8.HPE.COM",
1319,HPGAFRICA.COM,"Register.com, Inc.",2011-06-02,2025-06-02,"DNS1.REGISTER.COM, DNS2.REGISTER.COM",
1320,HPIEUROPE.COM,"NameSilo, LLC",2018-03-29,2025-03-29,"NS1.DNSOWL.COM, NS2.DNSOWL.COM, NS3.DNSOWL.COM",
1321,hpmini210review.com/oldsmobile-98-china-steam-clothes-iron-lightweight-iron.html,N/A,N/A,N/A,N/A,"No match for ""HPMINI210REVIEW.COM"".
>>> Last update of whois database: 2024-12-09T00:13:18Z <<<

NOTICE: The expiration date displayed in this record is the date the
registrar's sponsorship of the domain name registration in the registry is
currently set to expire. This date does not necessarily reflect the expiration
date of the domain name registrant's agreement with the sponsoring
registrar.  Users may consult the sponsoring registrar's Whois database to
view the registrar's reported date of expiration for this registration.

TERMS OF USE: You are not authorized to access or query our Whois
database through the use of electronic processes that are high-volume and
automated except as reasonably necessary to register domain names or
modify existing registrations; the Data in VeriSign Global Registry
Services' (""VeriSign"") Whois database is provided by VeriSign for
information purposes only, and to assist persons in obtaining information
about or related to a domain name registration record. VeriSign does not
guarantee its accuracy. By submitting a Whois query, you agree to abide
by the following terms of use: You agree that you may use this Data only
for lawful purposes and that under no circumstances will you use this Data
to: (1) allow, enable, or otherwise support the transmission of mass
unsolicited, commercial advertising or solicitations via e-mail, telephone,
or facsimile; or (2) enable high volume, automated, electronic processes
that apply to VeriSign (or its computer systems). The compilation,
repackaging, dissemination or other use of this Data is expressly
prohibited without the prior written consent of VeriSign. You agree not to
use electronic processes that are automated and high-volume to access or
query the Whois database except as reasonably necessary to register
domain names or modify existing registrations. VeriSign reserves the right
to restrict your access to the Whois database in its sole discretion to ensure
operational stability.  VeriSign may restrict or terminate your access to the
Whois database for failure to abide by these terms of use. VeriSign
reserves the right to modify these terms at any time.

The Registry database contains ONLY .COM, .NET, .EDU domains and
Registrars.
"
